UACE Code,UZA Name,State,Primary UZA, Population ,Density, Square Miles ,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled, Total Operating Expenses ,Non0Fixed Guideway Vehicle Revenue Miles,Non0Fixed Guideway Passenger Miles, Non0Fixed Guideway Operating Expenses , Directional Route Miles ,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles, Fixed Guideway Operating Expenses , SGR FG Directional Route Miles ,SGR FG Vehicle Revenue Miles, SGR HIB Directional Route Miles ,SGR HIB Vehicle Revenue Miles
42,Pennsylvania Non0UZA,,N,4196634,0,0,,30026,River Valley Transit Authority,Full Reporter,Urban,DR,PT, Actual Data,,,1025,1816,26257,25737,48011,26257,25737,48011,0,0,0,0,0,0,0,0
47530,"Lancaster00Manheim, PA",Pennsylvania,N,394530,2173.34,181.53,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Pennsylvania Non0UZA,,N,4196634,0,0,,30026,River Valley Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,4688,69185,78207,401545,743932,78207,401545,743932,0,0,0,0,0,0,0,0
47530,"Lancaster00Manheim, PA",Pennsylvania,N,394530,2173.34,181.53,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,Y,5174759,3997.47,1294.51,,30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,1704836,1394146,18952524,16059711,178539430,18952524,16059711,178539430,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,Y,5174759,3997.47,1294.51,,30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,3185833,126773716,72468652,589321101,1483819870,0,0,0,247,72468652,589321101,1483819870,234.2,70788814,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,13340,77724,426913,1448213,3730248,426913,1448213,3730248,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,Y,5174759,3997.47,1294.51,,30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,3774118,102855922,37991955,307224136,967654253,37908064,306545747,965517551,3.4,83891,678389,2136702,2.6,65749,11,66033
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,62489,1252806,2358644,34731055,58736189,0,0,0,138.7,2358644,34731055,58736189,138.7,2358644,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO, Actual Data,,,7440,11748,128609,128699,1389864,128609,128699,1389864,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,N,5174759,3997.47,1294.51,,30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,190631,1110711,6100800,20695683,53307101,6100800,20695683,53307101,0,0,0,0,0,0,21,234268
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT, Actual Data,,,1124232,1911185,13264074,18621987,140039703,13264074,18621987,140039703,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,149971,494533,2798092,2993958,32824708,2798092,2993958,32824708,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,187495,1756095,4693155,6650210,72377289,0,0,0,29.4,4693155,6650210,72377289,29.4,4693155,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,192795,3434185,2984967,15385667,39000686,0,0,0,57.6,2984967,15385667,39000686,57.6,2984967,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO, Actual Data,,,1736523,45734006,19688546,183667563,417154767,19467875,181609000,412479259,3.5,220671,2058563,4675508,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30040,City of Annapolis,Reduced Reporter,Urban,DR,DO, Actual Data,,,4641,3080,23843,0,297033,23843,0,297033,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,N,5174759,3997.47,1294.51,,30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,105944,2124031,3998888,58883664,99582404,0,0,0,261.7,3998888,58883664,99582404,261.7,3998888,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30040,City of Annapolis,Reduced Reporter,Urban,MB,DO, Actual Data,,,42501,303385,436453,0,5135117,436453,0,5135117,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30106,National Capital Region Transportation Planning Board,Reduced Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30129,Anne Arundel County,Full Reporter,Urban,DR,PT, Actual Data,,,30243,70199,563220,499222,6967975,563220,499222,6967975,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30129,Anne Arundel County,Full Reporter,Urban,MB,PT, Actual Data,,,55491,79658,797288,653028,4832232,797288,653028,4832232,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30130,Baltimore County Department of Public Works Transportation,Reduced Reporter,Urban,DR,DO, Actual Data,,,30339,22438,275654,0,137901,275654,0,137901,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30130,Baltimore County Department of Public Works Transportation,Reduced Reporter,Urban,MB,DO, Actual Data,,,27721,62060,194094,0,3584974,194094,0,3584974,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,N,5174759,3997.47,1294.51,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30192,Queen Anne's County,Reduced Reporter,Urban,DR,DO, Actual Data,,,6579,6530,77056,0,331283,77056,0,331283,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30192,Queen Anne's County,Reduced Reporter,Urban,MB,DO, Actual Data,,,6170,6583,69783,0,496926,69783,0,496926,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30201,City of Baltimore,Full Reporter,Urban,FB,PT, Actual Vehicle Revenue Miles,,,10852,174592,31241,74584,1099583,0,0,0,3.2,31241,74584,1099583,3.2,31241,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30201,City of Baltimore,Full Reporter,Urban,MB,PT, Actual Data,,,47749,1101983,338044,1853535,6794246,282797,1550609,5683853,1.4,55247,302926,1110393,1.4,55247,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30205,"Transit Management of Central Maryland, Inc.",Full Reporter,Urban,DR,DO, Actual Data,,,45020,65492,696530,574512,4206781,696530,574512,4206781,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30205,"Transit Management of Central Maryland, Inc.",Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,7012,12427,97230,98041,156833,97230,98041,156833,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,N,5174759,3997.47,1294.51,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,Y,2212038,3377.49,654.93,,30205,"Transit Management of Central Maryland, Inc.",Full Reporter,Urban,MB,DO, Actual Data,,,105489,712722,1586476,3866160,12818490,1586476,3866160,12818490,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,CB,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,N,5174759,3997.47,1294.51,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,"Baltimore, MD",Maryland,N,2212038,3377.49,654.93,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,MB,PT, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,N,214647,2002.34,107.2,,30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,N,214647,2002.34,107.2,,30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,N,214647,2002.34,107.2,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,N,214647,2002.34,107.2,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,N,5174759,3997.47,1294.51,,30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,N,214647,2002.34,107.2,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,N,214647,2002.34,107.2,,30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,N,214647,2002.34,107.2,,30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,N,214647,2002.34,107.2,,30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,Y,214647,2002.34,107.2,,30074,Harford County Maryland,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,21773,36031,335252,0,2285065,335252,0,2285065,0,0,0,0,0,0,0,0
6290,"Bel Air00Aberdeen, MD",Maryland,Y,214647,2002.34,107.2,,30074,Harford County Maryland,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,32880,253193,616049,0,3952383,616049,0,3952383,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,N,5174759,3997.47,1294.51,,30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO, Other,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,TX, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,N,5174759,3997.47,1294.51,,30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,Y,176456,2197.67,80.29,,30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO, Other,,,18972,31866,281143,205579,1496016,281143,205579,1496016,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,Y,176456,2197.67,80.29,,30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,44849,506788,570920,2706246,5118158,570920,2706246,5118158,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,Y,176456,2197.67,80.29,,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,322,636,4004,0,16351,4004,0,16351,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,Y,176456,2197.67,80.29,,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94726,"Wheeling, WV00OH",West Virginia,Y,57695,1567.35,36.81,,30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO, Actual Data,,,3062,6303,38171,42608,506069,38171,42608,506069,0,0,0,0,0,0,0,0
94726,"Wheeling, WV00OH",West Virginia,Y,57695,1567.35,36.81,,30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,53923,311560,762037,1731748,4117868,762037,1731748,4117868,0,0,0,0,0,0,0,0
51,Virginia Non0UZA,,N,2567062,0,0,,30036,City of Charlottesville,Reduced Reporter,Urban,MB,DO, Actual Data,,,26097,406044,276988,0,3917829,276988,0,3917829,0,0,0,0,0,0,0,0
15724,"Charlottesville, VA",,Y,104191,2825.67,36.87,,30036,City of Charlottesville,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,47623,740974,505465,0,7152612,505465,0,7152612,0,0,0,0,0,0,0,0
31519,"Frederick, MD",Maryland,N,176456,2197.67,80.29,,30106,National Capital Region Transportation Planning Board,Reduced Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36190,"Hagerstown, MD00WV00PA00VA",Maryland,N,197557,1635.83,120.77,,30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,3R03,30041,Board of Commissioners of Allegany County Maryland,Rural Reporter,Rural,DR,DO,,,,8685,18720,73171,,233320,,,,,,,,,,,
24,Maryland Non0UZA,,N,1214444,0,0,3R03,30041,Board of Commissioners of Allegany County Maryland,Rural Reporter,Rural,MB,DO,,,,12293,88489,189689,,2538286,,,,,,,,,,,
36190,"Hagerstown, MD00WV00PA00VA",Maryland,N,197557,1635.83,120.77,,30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36190,"Hagerstown, MD00WV00PA00VA",Maryland,N,197557,1635.83,120.77,,30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Pennsylvania Non0UZA,,N,4196634,0,0,,30044,Westmoreland County Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,17566,40957,352386,473026,1483536,352386,473026,1483536,0,0,0,0,0,0,0,0
47530,"Lancaster00Manheim, PA",Pennsylvania,N,394530,2173.34,181.53,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Pennsylvania Non0UZA,,N,4196634,0,0,,30044,Westmoreland County Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,11265,50143,245212,643647,1928277,245212,643647,1928277,0,0,0,0,0,0,0,0
47530,"Lancaster00Manheim, PA",Pennsylvania,N,394530,2173.34,181.53,,30206,Susquehanna Regional Transportation Authority,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Virginia Non0UZA,,N,2567062,0,0,,30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO, Actual Data,,,7402,30612,185421,775500,850388,185421,775500,850388,0,0,0,0,0,0,0,0
15724,"Charlottesville, VA",,Y,104191,2825.67,36.87,,30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO, Actual Data,,,1702,15630,30809,124674,147720,30809,124674,147720,0,0,0,0,0,0,0,0
51,Virginia Non0UZA,,N,2567062,0,0,,30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO, Actual Data,,,40359,72165,696481,1022731,5149842,696481,1022731,5149842,0,0,0,0,0,0,0,0
15724,"Charlottesville, VA",,Y,104191,2825.67,36.87,,30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO, Actual Data,,,42238,121828,538415,510599,3884968,538415,510599,3884968,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,Y,5174759,3997.47,1294.51,,30051,"Montgomery County, Maryland",Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,5055,13178,56335,23720,870875,56335,23720,870875,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30051,"Montgomery County, Maryland",Full Reporter,Urban,DR,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92242,"Washington00Arlington, DC00VA00MD",Washington,Y,5174759,3997.47,1294.51,,30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO, Actual Data,,,950374,14030722,11909080,55646074,166158917,11909080,55646074,166158917,0,0,0,0,0,0,0,0
24,Maryland Non0UZA,,N,1214444,0,0,,30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO, Actual Data,,,19454,329095,433894,2471503,1971703,433894,2471503,1971703,0,0,0,0,0,0,0,0
10351,"Bristol, TN00VA",Tennessee,Y,70638,1028.41,68.69,,30053,City of Bristol Virginia,Reduced Reporter,Urban,DR,DO, Actual Data,,,184,648,3680,0,68144,3680,0,68144,0,0,0,0,0,0,0,0
10351,"Bristol, TN00VA",Tennessee,Y,70638,1028.41,68.69,,30053,City of Bristol Virginia,Reduced Reporter,Urban,MB,DO, Actual Data,,,7672,42693,90593,0,332703,90593,0,332703,0,0,0,0,0,0,0,0
42,Pennsylvania Non0UZA,,N,4196634,0,0,,30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48664,"Lebanon, PA",Pennsylvania,Y,75485,2307.78,32.71,,30095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO, Actual Data,,,14773,39407,246544,341737,1421447,246544,341737,1421447,0,0,0,0,0,0,0,0
42,Pennsylvania Non0UZA,,N,4196634,0,0,,30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48664,"Lebanon, PA",Pennsylvania,Y,75485,2307.78,32.71,,30095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,26073,204365,445231,1164880,3177684,445231,1164880,3177684,0,0,0,0,0,0,0,0
42,Pennsylvania Non0UZA,,N,4196634,0,0,,30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69076,"Philadelphia, PA00NJ00DE00MD",Pennsylvania,Y,5696125,3000.82,1898.19,,20075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO, Actual Data,,,147628,5451983,4428814,47004510,59090442,0,0,0,31.5,4428814,47004510,59090442,31.5,4428814,0,0
42,Pennsylvania Non0UZA,,N,4196634,0,0,,30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69076,"Philadelphia, PA00NJ00DE00MD",Pennsylvania,N,5696125,3000.82,1898.19,,20080,New Jersey Transit Corporation,Full Reporter,Urban,CR,DO, Actual Data,,,39191,1149184,1271933,28411018,28110671,0,0,0,72.5,1271933,28411018,28110671,72.5,1271933,0,0
42,Pennsylvania Non0UZA,,Y,4196634,0,0,,30055,Mercer County Regional Council of Governments,Reduced Reporter,Urban,DR,DO, Actual Data,,,24223,67520,475467,0,1774544,475467,0,1774544,0,0,0,0,0,0,0,0
42,Pennsylvania Non0UZA,,Y,4196634,0,0,,30055,Mercer County Regional Council of Governments,Reduced Reporter,Urban,MB,DO, Actual Data,,,16215,57873,180835,0,1680377,180835,0,1680377,0,0,0,0,0,0,0,0
69076,"Philadelphia, PA00NJ00DE00MD",Pennsylvania,N,5696125,3000.82,1898.19,,20080,New Jersey Transit Corporation,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,246523,386640,4043208,2550207,33413559,4043208,2550207,33413559,0,0,0,0,0,0,0,0
69076,"Philadelphia, PA00NJ00DE00MD",Pennsylvania,N,5696125,3000.82,1898.19,,20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,DO, Actual Vehicle Revenue Miles,,,,,0,0,0,,,,,,,,,,,
69076,"Philadelphia, PA00NJ00DE00MD",Pennsylvania,N,5696125,3000.82,1898.19,,20080,New Jersey Transit Corporation,Full Reporter,Urban,LR,PT, Actual Vehicle Revenue Miles,,,,,0,0,0,,,,,,,,,,,
